menu_id,menu_name,restaurant_id
1786,Bagels,236
1787,Cream Cheese Spreads,236
1788,Breads,236
1789,Gourmet Breakfast,236
1790,Hot Sandwiches,236
1791,Omelets,236
1792,Side Orders,236
1793,Cheesecakes,236
1794,Cookies,236
1795,Croissants,236
1796,Danish,236
1797,Muffins and Tops,236
1798,Scones,236
1799,Other Pastries and Sweets,236
1800,Pastas,236
1801,Pizzas,236
1802,Salads,236
1803,Salad Dressings,236
1804,Sandwiches,236
1805,Paninis,236
1806,Soups,236
1807,Hot Beverages,236
1808,Cold Beverages,236
